record_type,module_id,module_order,module_title,module_hours,lesson_id,lesson_order,lesson_title,lesson_type,estimated_minutes,video_assets,material_assets,resource_types,assessment_id,assessment_type,assessment_title,grade_scheme,max_attempts,required,artifact_upload,quiz_question_target,competencies,progress_event,completion_rule,developer_notes
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L04,4,Итерации: как улучшать слабый результат,mixed,45,M04-L04_video_01.mp4,M04-L04_conspect.pdf; M04-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L05,5,"Запросы для учебных, научных и административных задач",video,40,M04-L05_video_01.mp4,M04-L05_conspect.pdf; M04-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L06,6,Сборка личной библиотеки запросов преподавателя,assignment_intro,45,M04-L06_video_01.mp4,M04-L06_conspect.pdf; M04-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L01,1,Подготовка плана занятия и конспекта с помощью ИИ,mixed,40,M05-L01_video_01.mp4,M05-L01_conspect.pdf; M05-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L02,2,Адаптация учебного материала под уровень студентов,video,35,M05-L02_video_01.mp4,M05-L02_conspect.pdf; M05-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L03,3,Создание учебных заданий и тестовых вопросов,mixed,45,M05-L03_video_01.mp4,M05-L03_conspect.pdf; M05-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L04,4,Критерии оценивания и обратная связь,mixed,40,M05-L04_video_01.mp4,M05-L04_conspect.pdf; M05-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L05,5,Задание с обязательным использованием ИИ студентами: методическая модель,video,45,M05-L05_video_01.mp4,M05-L05_conspect.pdf; M05-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L06,6,Защита от поверхностной генерации и механического копирования,mixed,45,M05-L06_video_01.mp4,M05-L06_conspect.pdf; M05-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L07,7,"Учебный визуал, презентация и инфографика с помощью ИИ",assignment_intro,40,M05-L07_video_01.mp4,M05-L07_conspect.pdf; M05-L07_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L01,1,ИИ как помощник при формулировании исследовательского вопроса,video,35,M06-L01_video_01.mp4,M06-L01_conspect.pdf; M06-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L02,2,"Структура статьи, тезисов и аналитической записки",mixed,40,M06-L02_video_01.mp4,M06-L02_conspect.pdf; M06-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L03,3,"Работа с аннотациями, тезисами и аргументацией",mixed,40,M06-L03_video_01.mp4,M06-L03_conspect.pdf; M06-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L04,4,"Источники, библиография и риск недостоверных ссылок",video,35,M06-L04_video_01.mp4,M06-L04_conspect.pdf; M06-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L05,5,Декларация использования ИИ и академическая добросовестность,assignment_intro,40,M06-L05_video_01.mp4,M06-L05_conspect.pdf; M06-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L01,1,"Письма, служебные записки, отчеты и инструкции",mixed,40,M07-L01_video_01.mp4,M07-L01_conspect.pdf; M07-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L02,2,"Сокращение, структурирование и резюме больших текстов",video,35,M07-L02_video_01.mp4,M07-L02_conspect.pdf; M07-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L03,3,"Регламенты, памятки и контрольные списки",mixed,40,M07-L03_video_01.mp4,M07-L03_conspect.pdf; M07-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L04,4,Планирование регулярных задач и персональная продуктивность,video,35,M07-L04_video_01.mp4,M07-L04_conspect.pdf; M07-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L05,5,"Презентации, схемы и рабочие шаблоны",assignment_intro,40,M07-L05_video_01.mp4,M07-L05_conspect.pdf; M07-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L01,1,"Персональные данные, конфиденциальная информация и внутренние документы",video,40,M08-L01_video_01.mp4,M08-L01_conspect.pdf; M08-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L02,2,"Авторство, прозрачность применения ИИ и академическая добросовестность",mixed,45,M08-L02_video_01.mp4,M08-L02_conspect.pdf; M08-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L03,3,Чек-лист безопасного применения ИИ в преподавательской практике,mixed,45,M08-L03_video_01.mp4,M08-L03_conspect.pdf; M08-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L04,4,"Сборка итогового проекта: дисциплина, терминология, задания, РПМ",assignment_intro,50,M08-L04_video_01.mp4,M08-L04_conspect.pdf; M08-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L05,5,Критерии оценивания итогового проекта и подготовка защиты,mixed,45,M08-L05_video_01.mp4,M08-L05_conspect.pdf; M08-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L06,6,Асинхронная видео-защита: структура выступления и ответы на вопросы,assignment_intro,45,M08-L06_video_01.mp4,M08-L06_conspect.pdf; M08-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
