record_type,module_id,module_order,module_title,module_hours,lesson_id,lesson_order,lesson_title,lesson_type,estimated_minutes,video_assets,material_assets,resource_types,assessment_id,assessment_type,assessment_title,grade_scheme,max_attempts,required,artifact_upload,quiz_question_target,competencies,progress_event,completion_rule,developer_notes
lesson,M03,3,Большие языковые модели и генеративный ИИ,8,M03-L06,6,Практика проверки сгенерированного ответа,assignment_intro,40,M03-L06_video_01.mp4,M03-L06_conspect.pdf; M03-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-1;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M03,3,Большие языковые модели и генеративный ИИ,8,,,,,,,M03-A01_instruction.pdf; M03-A01_rubric.pdf,document;pdf,M03-A01,assignment,Разметка и проверка сгенерированного ответа,rubric_pass_fail,2,true,"Таблица проверяемых утверждений, способов проверки, исправлений и вывода о пригодности текста",,ПК-ИИ-3,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M03,3,Большие языковые модели и генеративный ИИ,8,,,,,,,M03-Q01_instruction.pdf; M03-Q01_rubric.pdf,document;pdf,M03-Q01,quiz,Тест на распознавание галлюцинаций и проверяемых утверждений,auto_points,2,true,,"10-15 ситуаций и сгенерированных утверждений; отметить, что требует проверки и почему",ПК-ИИ-1;ПК-ИИ-3,AssessmentAttempt.graded_passed,score_percent >= 70,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L01,1,Запрос как профессиональная постановка задачи,video,35,M04-L01_video_01.mp4,M04-L01_conspect.pdf; M04-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L02,2,"Роль, цель, контекст, исходные данные",mixed,40,M04-L02_video_01.mp4,M04-L02_conspect.pdf; M04-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L03,3,"Ограничения, формат ответа и критерии качества",mixed,45,M04-L03_video_01.mp4,M04-L03_conspect.pdf; M04-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L04,4,Итерации: как улучшать слабый результат,mixed,45,M04-L04_video_01.mp4,M04-L04_conspect.pdf; M04-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L05,5,"Запросы для учебных, научных и административных задач",video,40,M04-L05_video_01.mp4,M04-L05_conspect.pdf; M04-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M04,4,Постановка запросов как профессиональный навык,10,M04-L06,6,Сборка личной библиотеки запросов преподавателя,assignment_intro,45,M04-L06_video_01.mp4,M04-L06_conspect.pdf; M04-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-2;ПК-ИИ-1,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M04,4,Постановка запросов как профессиональный навык,10,,,,,,,M04-A01_instruction.pdf; M04-A01_rubric.pdf,document;pdf,M04-A01,assignment,Личная библиотека запросов преподавателя,rubric_pass_fail,2,true,10-15 запросов под регулярные задачи и 3 журнала улучшения слабого запроса,,ПК-ИИ-2,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M04,4,Постановка запросов как профессиональный навык,10,,,,,,,M04-Q01_instruction.pdf; M04-Q01_rubric.pdf,document;pdf,M04-Q01,quiz,Практический тест по постановке запросов,ai_assisted_rubric,2,true,,"5 профессиональных задач: написать запрос, указать критерии и обосновать структуру",ПК-ИИ-2,AssessmentAttempt.graded_passed,score_percent >= 70,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L01,1,Подготовка плана занятия и конспекта с помощью ИИ,mixed,40,M05-L01_video_01.mp4,M05-L01_conspect.pdf; M05-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L02,2,Адаптация учебного материала под уровень студентов,video,35,M05-L02_video_01.mp4,M05-L02_conspect.pdf; M05-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L03,3,Создание учебных заданий и тестовых вопросов,mixed,45,M05-L03_video_01.mp4,M05-L03_conspect.pdf; M05-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L04,4,Критерии оценивания и обратная связь,mixed,40,M05-L04_video_01.mp4,M05-L04_conspect.pdf; M05-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L05,5,Задание с обязательным использованием ИИ студентами: методическая модель,video,45,M05-L05_video_01.mp4,M05-L05_conspect.pdf; M05-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L06,6,Защита от поверхностной генерации и механического копирования,mixed,45,M05-L06_video_01.mp4,M05-L06_conspect.pdf; M05-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M05,5,ИИ в учебной и методической работе,10,M05-L07,7,"Учебный визуал, презентация и инфографика с помощью ИИ",assignment_intro,40,M05-L07_video_01.mp4,M05-L07_conspect.pdf; M05-L07_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-4;ПК-ИИ-5;ПК-ИИ-2;ПК-ИИ-3;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M05,5,ИИ в учебной и методической работе,10,,,,,,,M05-A01_instruction.pdf; M05-A01_rubric.pdf,document;pdf,M05-A01,assignment,Фрагмент занятия с использованием ИИ,rubric_pass_fail,2,true,Фрагмент занятия на 90 минут с журналом использования ИИ и правками преподавателя,,ПК-ИИ-4,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M05,5,ИИ в учебной и методической работе,10,,,,,,,M05-A02_instruction.pdf; M05-A02_rubric.pdf,document;pdf,M05-A02,assignment,Задание с обязательным использованием ИИ студентами,rubric_pass_fail,2,true,"Формулировка задания, процесс выполнения, журнал запросов, критерии оценивания и защитные механизмы",,ПК-ИИ-5,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M05,5,ИИ в учебной и методической работе,10,,,,,,,M05-Q01_instruction.pdf; M05-Q01_rubric.pdf,document;pdf,M05-Q01,quiz,Тест по типам учебных задач и AI-mandatory заданиям,auto_points,2,true,,"Классификация заданий: обязательное использование ИИ, допустимое использование ИИ, запрет использования ИИ",ПК-ИИ-4;ПК-ИИ-5,AssessmentAttempt.graded_passed,score_percent >= 70,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L01,1,ИИ как помощник при формулировании исследовательского вопроса,video,35,M06-L01_video_01.mp4,M06-L01_conspect.pdf; M06-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L02,2,"Структура статьи, тезисов и аналитической записки",mixed,40,M06-L02_video_01.mp4,M06-L02_conspect.pdf; M06-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L03,3,"Работа с аннотациями, тезисами и аргументацией",mixed,40,M06-L03_video_01.mp4,M06-L03_conspect.pdf; M06-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L04,4,"Источники, библиография и риск недостоверных ссылок",video,35,M06-L04_video_01.mp4,M06-L04_conspect.pdf; M06-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M06,6,ИИ в научной и аналитической работе,8,M06-L05,5,Декларация использования ИИ и академическая добросовестность,assignment_intro,40,M06-L05_video_01.mp4,M06-L05_conspect.pdf; M06-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-6;ПК-ИИ-2;ПК-ИИ-3,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M06,6,ИИ в научной и аналитической работе,8,,,,,,,M06-A01_instruction.pdf; M06-A01_rubric.pdf,document;pdf,M06-A01,assignment,Структура научного или аналитического текста,rubric_pass_fail,2,true,"План текста с декларацией использования ИИ и перечнем источников, требующих ручной проверки",,ПК-ИИ-6,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M06,6,ИИ в научной и аналитической работе,8,,,,,,,M06-Q01_instruction.pdf; M06-Q01_rubric.pdf,document;pdf,M06-Q01,quiz,Сценарный тест по допустимому применению ИИ в научной работе,auto_points,2,true,,8-10 ситуаций: выбрать допустимый способ применения ИИ и обосновать ограничение,ПК-ИИ-6;ПК-ИИ-3,AssessmentAttempt.graded_passed,score_percent >= 70,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L01,1,"Письма, служебные записки, отчеты и инструкции",mixed,40,M07-L01_video_01.mp4,M07-L01_conspect.pdf; M07-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L02,2,"Сокращение, структурирование и резюме больших текстов",video,35,M07-L02_video_01.mp4,M07-L02_conspect.pdf; M07-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L03,3,"Регламенты, памятки и контрольные списки",mixed,40,M07-L03_video_01.mp4,M07-L03_conspect.pdf; M07-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L04,4,Планирование регулярных задач и персональная продуктивность,video,35,M07-L04_video_01.mp4,M07-L04_conspect.pdf; M07-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,M07-L05,5,"Презентации, схемы и рабочие шаблоны",assignment_intro,40,M07-L05_video_01.mp4,M07-L05_conspect.pdf; M07-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-7;ПК-ИИ-2;ПК-ИИ-8,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,,,,,,,M07-A01_instruction.pdf; M07-A01_rubric.pdf,document;pdf,M07-A01,assignment,Переработанный рабочий документ и шаблон запроса,rubric_pass_fail,2,true,"Версия документа до/после, комментарий о принятых и отклоненных правках, шаблон запроса",,ПК-ИИ-7,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
assessment,M07,7,"Документы, коммуникация и повседневная профессиональная рутина",8,,,,,,,M07-Q01_instruction.pdf; M07-Q01_rubric.pdf,document;pdf,M07-Q01,quiz,Практический тест по офисным и коммуникационным задачам,auto_points,2,true,,"Выбор инструмента, формата запроса и ограничений для типовых административных задач",ПК-ИИ-7;ПК-ИИ-2,AssessmentAttempt.graded_passed,score_percent >= 70,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L01,1,"Персональные данные, конфиденциальная информация и внутренние документы",video,40,M08-L01_video_01.mp4,M08-L01_conspect.pdf; M08-L01_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L02,2,"Авторство, прозрачность применения ИИ и академическая добросовестность",mixed,45,M08-L02_video_01.mp4,M08-L02_conspect.pdf; M08-L02_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L03,3,Чек-лист безопасного применения ИИ в преподавательской практике,mixed,45,M08-L03_video_01.mp4,M08-L03_conspect.pdf; M08-L03_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L04,4,"Сборка итогового проекта: дисциплина, терминология, задания, РПМ",assignment_intro,50,M08-L04_video_01.mp4,M08-L04_conspect.pdf; M08-L04_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L05,5,Критерии оценивания итогового проекта и подготовка защиты,mixed,45,M08-L05_video_01.mp4,M08-L05_conspect.pdf; M08-L05_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
lesson,M08,8,"Риски, этика, безопасность и итоговый проект",14,M08-L06,6,Асинхронная видео-защита: структура выступления и ответы на вопросы,assignment_intro,45,M08-L06_video_01.mp4,M08-L06_conspect.pdf; M08-L06_slides.pdf,video;pdf;presentation,,,,,,true,,,ПК-ИИ-9;ПК-ИИ-10,LessonProgress.completed,view_required_resources AND mark_completed,"Создать Lesson, CourseResource и StorageObject для видео/материалов. Видео не хранить в БД."
assessment,M08,8,"Риски, этика, безопасность и итоговый проект",14,,,,,,,M08-A01_instruction.pdf; M08-A01_rubric.pdf,document;pdf,M08-A01,assignment,Чек-лист безопасного применения ИИ,rubric_pass_fail,2,true,Чек-лист и анализ 3-5 преподавательских ситуаций с решением о допустимости применения ИИ,,ПК-ИИ-9,AssessmentSubmission.accepted,accepted_submission,"Создать AssessmentItem, GradeScheme, вопросы теста/рубрику. Официальный результат подтверждается человеком для открытых работ."
